movie_name,title_year,genres,duration,director_name,movie_imdb_link,content_rating,imdb_score,num_voted_users,num_user_for_reviews
Brüno,2009,Comedy,81,Larry Charles,http://www.imdb.com/title/tt0889583/?ref_=fn_tt_tt_1,R,5.8,119622,396
Bubba Ho-Tep,2002,Comedy|Fantasy|Mystery,92,Don Coscarelli,http://www.imdb.com/title/tt0281686/?ref_=fn_tt_tt_1,R,7.2,38893,366
Bubble Boy,2001,Adventure|Comedy|Romance|Sci-Fi,84,Blair Hayes,http://www.imdb.com/title/tt0258470/?ref_=fn_tt_tt_1,PG-13,5.6,25541,181
Bucky Larson: Born to Be a Star,2011,Comedy,97,Tom Brady,http://www.imdb.com/title/tt1411664/?ref_=fn_tt_tt_1,R,3.3,9541,64
Buffalo '66,1998,Comedy|Crime|Drama|Romance,110,Vincent Gallo,http://www.imdb.com/title/tt0118789/?ref_=fn_tt_tt_1,R,7.5,36657,318
Buffalo Soldiers,2001,Comedy|Crime|Drama|Thriller|War,98,Gregor Jordan,http://www.imdb.com/title/tt0252299/?ref_=fn_tt_tt_1,R,6.9,20730,111
Buffy the Vampire Slayer,,Action|Drama|Fantasy|Romance,44,,http://www.imdb.com/title/tt0118276/?ref_=fn_tt_tt_1,TV-14,8.2,101902,665
Bullet to the Head,2012,Action|Thriller,92,Walter Hill,http://www.imdb.com/title/tt1308729/?ref_=fn_tt_tt_1,R,5.7,39247,131
Bulletproof Monk,2003,Action|Comedy|Fantasy,104,Paul Hunter,http://www.imdb.com/title/tt0245803/?ref_=fn_tt_tt_1,PG-13,5.5,42324,180
Bullets Over Broadway,1994,Comedy|Crime,98,Woody Allen,http://www.imdb.com/title/tt0109348/?ref_=fn_tt_tt_1,R,7.5,29385,86
Bully,2001,Biography|Crime|Drama,115,Larry Clark,http://www.imdb.com/title/tt0242193/?ref_=fn_tt_tt_1,R,7,29424,336
Bulworth,1998,Comedy|Drama|Romance,108,Warren Beatty,http://www.imdb.com/title/tt0118798/?ref_=fn_tt_tt_1,R,6.8,21998,227
Buried,2010,Drama|Mystery|Thriller,95,Rodrigo Cortés,http://www.imdb.com/title/tt1462758/?ref_=fn_tt_tt_1,R,7,118684,447
Burlesque,2010,Drama|Music|Musical|Romance,119,Steve Antin,http://www.imdb.com/title/tt1126591/?ref_=fn_tt_tt_1,PG-13,6.4,61680,222
Burn After Reading,2008,Comedy|Drama,96,Ethan Coen,http://www.imdb.com/title/tt0887883/?ref_=fn_tt_tt_1,R,7,248468,545
Burnt,2015,Comedy|Drama,101,John Wells,http://www.imdb.com/title/tt2503944/?ref_=fn_tt_tt_1,R,6.6,61360,129
Burn,2012,Documentary,86,Tom Putnam,http://www.imdb.com/title/tt1781784/?ref_=fn_tt_tt_1,Not Rated,7.5,575,6
But I'm a Cheerleader,1999,Comedy|Drama,85,Jamie Babbit,http://www.imdb.com/title/tt0179116/?ref_=fn_tt_tt_1,R,6.6,19986,186
Butch Cassidy and the Sundance Kid,1969,Biography|Crime|Drama|Western,110,George Roy Hill,http://www.imdb.com/title/tt0064115/?ref_=fn_tt_tt_1,M,8.1,152089,309
Butterfly Girl,2014,Documentary,78,Cary Bell,http://www.imdb.com/title/tt2421956/?ref_=fn_tt_tt_1,,8.7,27,1
Butterfly,1982,Crime|Drama,108,Matt Cimber,http://www.imdb.com/title/tt0082122/?ref_=fn_tt_tt_1,R,4.5,870,18
By the Sea,2015,Drama|Romance,122,Angelina Jolie Pitt,http://www.imdb.com/title/tt3707106/?ref_=fn_tt_tt_1,R,5.3,7976,61
C.H.U.D.,1984,Horror|Sci-Fi,96,Douglas Cheek,http://www.imdb.com/title/tt0087015/?ref_=fn_tt_tt_1,R,5.5,7528,88
Ca$h,2010,Comedy|Crime|Thriller,118,Stephen Milburn Anderson,http://www.imdb.com/title/tt1106860/?ref_=fn_tt_tt_1,R,6,7663,38
Cabin Fever,2016,Horror,99,Travis Zariwny,http://www.imdb.com/title/tt3832096/?ref_=fn_tt_tt_1,Not Rated,3.7,3313,40
Caddyshack,1980,Comedy|Sport,98,Harold Ramis,http://www.imdb.com/title/tt0080487/?ref_=fn_tt_tt_1,R,7.4,81599,250
Cadillac Records,2008,Biography|Drama|Music,109,Darnell Martin,http://www.imdb.com/title/tt1042877/?ref_=fn_tt_tt_1,R,7,15412,90
Call + Response,2008,Documentary|History|Music,86,Justin Dillon,http://www.imdb.com/title/tt1301130/?ref_=fn_tt_tt_1,PG-13,7.5,48,2
Can't Hardly Wait,1998,Comedy|Romance,100,Harry Elfont,http://www.imdb.com/title/tt0127723/?ref_=fn_tt_tt_1,PG-13,6.5,37885,247
Can't Stop the Music,1980,Biography|Comedy|Musical,124,Nancy Walker,http://www.imdb.com/title/tt0080492/?ref_=fn_tt_tt_1,PG,4.5,2998,74
Cape Fear,1991,Crime|Thriller,128,Martin Scorsese,http://www.imdb.com/title/tt0101540/?ref_=fn_tt_tt_1,R,7.3,127503,261
Capitalism: A Love Story,2009,Crime|Documentary|News,105,Michael Moore,http://www.imdb.com/title/tt1232207/?ref_=fn_tt_tt_1,R,7.4,35137,188
Capote,2005,Biography|Crime|Drama,110,Bennett Miller,http://www.imdb.com/title/tt0379725/?ref_=fn_tt_tt_1,R,7.4,100571,416
Capricorn One,1977,Action|Sci-Fi|Thriller,130,Peter Hyams,http://www.imdb.com/title/tt0077294/?ref_=fn_tt_tt_1,PG,6.8,15988,153
Captain America: Civil War,2016,Action|Adventure|Sci-Fi,147,Anthony Russo,http://www.imdb.com/title/tt3498820/?ref_=fn_tt_tt_1,PG-13,8.2,272670,1022
Captain America: The First Avenger,2011,Action|Adventure|Sci-Fi,124,Joe Johnston,http://www.imdb.com/title/tt0458339/?ref_=fn_tt_tt_1,PG-13,6.9,508818,679
Captain America: The Winter Soldier,2014,Action|Adventure|Sci-Fi,136,Anthony Russo,http://www.imdb.com/title/tt1843866/?ref_=fn_tt_tt_1,PG-13,7.8,496749,742
Captain Corelli's Mandolin,2001,Drama|Music|Romance|War,131,John Madden,http://www.imdb.com/title/tt0238112/?ref_=fn_tt_tt_1,R,5.9,28099,220
Captain Phillips,2013,Biography|Drama|Thriller,134,Paul Greengrass,http://www.imdb.com/title/tt1535109/?ref_=fn_tt_tt_1,PG-13,7.9,323353,527
Captive,2015,Crime|Drama|Thriller,97,Jerry Jameson,http://www.imdb.com/title/tt3268668/?ref_=fn_tt_tt_1,PG-13,5.3,3911,22
Caravans,1978,Action|Adventure|History,127,James Fargo,http://www.imdb.com/title/tt0077296/?ref_=fn_tt_tt_1,PG,6.5,524,8
Carlos,,Biography|Crime|Drama|Thriller,334,,http://www.imdb.com/title/tt1321865/?ref_=fn_tt_tt_1,Not Rated,7.7,10111,36
Carnage,2011,Comedy|Drama,80,Roman Polanski,http://www.imdb.com/title/tt1692486/?ref_=fn_tt_tt_1,R,7.2,96480,181
Carriers,2009,Drama|Horror|Sci-Fi|Thriller,84,David Pastor,http://www.imdb.com/title/tt0806203/?ref_=fn_tt_tt_1,PG-13,6,35510,119
Carrie,2013,Drama|Fantasy|Horror,100,Kimberly Peirce,http://www.imdb.com/title/tt1939659/?ref_=fn_tt_tt_1,R,5.9,108248,371
Cars 2,2011,Adventure|Animation|Comedy|Family|Sport,106,John Lasseter,http://www.imdb.com/title/tt1216475/?ref_=fn_tt_tt_1,G,6.3,101178,283
Cars,2006,Adventure|Animation|Comedy|Family|Sport,117,John Lasseter,http://www.imdb.com/title/tt0317219/?ref_=fn_tt_tt_1,G,7.2,263853,584
Casablanca,1942,Drama|Romance|War,82,Michael Curtiz,http://www.imdb.com/title/tt0034583/?ref_=fn_tt_tt_1,PG,8.6,387508,1123
Case 39,2009,Horror|Mystery|Thriller,109,Christian Alvart,http://www.imdb.com/title/tt0795351/?ref_=fn_tt_tt_1,R,6.2,60555,174
Casino Jack,2010,Biography|Comedy|Crime|Drama,108,George Hickenlooper,http://www.imdb.com/title/tt1194417/?ref_=fn_tt_tt_1,R,6.2,14757,51
Casino Royale,2006,Action|Adventure|Thriller,144,Martin Campbell,http://www.imdb.com/title/tt0381061/?ref_=fn_tt_tt_1,PG-13,8,470483,2301
Casino,1995,Biography|Crime|Drama,178,Martin Scorsese,http://www.imdb.com/title/tt0112641/?ref_=fn_tt_tt_1,R,8.2,333542,533
Casper,1995,Comedy|Family|Fantasy,100,Brad Silberling,http://www.imdb.com/title/tt0112642/?ref_=fn_tt_tt_1,PG,6,85903,92
Cast Away,2000,Adventure|Drama|Romance,143,Robert Zemeckis,http://www.imdb.com/title/tt0162222/?ref_=fn_tt_tt_1,PG-13,7.7,394317,1051
Cat People,1982,Fantasy|Horror|Thriller,93,Paul Schrader,http://www.imdb.com/title/tt0083722/?ref_=fn_tt_tt_1,R,6.1,14193,106
Cat on a Hot Tin Roof,1958,Drama|Romance,108,Richard Brooks,http://www.imdb.com/title/tt0051459/?ref_=fn_tt_tt_1,Approved,8.1,33741,141
Catch Me If You Can,2002,Biography|Crime|Drama,141,Steven Spielberg,http://www.imdb.com/title/tt0264464/?ref_=fn_tt_tt_1,PG-13,8,525801,667
Catch That Kid,2004,Comedy|Crime,91,Bart Freundlich,http://www.imdb.com/title/tt0337917/?ref_=fn_tt_tt_1,PG,5.2,8023,49
Catch a Fire,2006,Biography|Drama|History,98,Phillip Noyce,http://www.imdb.com/title/tt0437232/?ref_=fn_tt_tt_1,PG-13,6.7,9334,59
Catch-22,1970,Comedy|Drama|War,122,Mike Nichols,http://www.imdb.com/title/tt0065528/?ref_=fn_tt_tt_1,R,7.2,17277,124
Cats & Dogs: The Revenge of Kitty Galore,2010,Action|Comedy|Family|Fantasy,82,Brad Peyton,http://www.imdb.com/title/tt1287468/?ref_=fn_tt_tt_1,PG,4.3,10233,63
Cats & Dogs,2001,Action|Comedy|Family|Fantasy,87,Lawrence Guterman,http://www.imdb.com/title/tt0239395/?ref_=fn_tt_tt_1,PG,5.2,46031,235
Cats Don't Dance,1997,Animation|Comedy|Family|Fantasy|Musical,75,Mark Dindal,http://www.imdb.com/title/tt0118829/?ref_=fn_tt_tt_1,G,6.9,5600,49
Catwoman,2004,Action|Crime|Fantasy|Romance|Thriller,87,Pitof,http://www.imdb.com/title/tt0327554/?ref_=fn_tt_tt_1,PG-13,3.3,87451,660
Cavite,2005,Thriller,80,Neill Dela Llana,http://www.imdb.com/title/tt0428303/?ref_=fn_tt_tt_1,Not Rated,6.3,589,35
Cecil B. DeMented,2000,Comedy|Crime|Thriller,87,John Waters,http://www.imdb.com/title/tt0173716/?ref_=fn_tt_tt_1,R,6.2,11403,150
Cedar Rapids,2011,Comedy,87,Miguel Arteta,http://www.imdb.com/title/tt1477837/?ref_=fn_tt_tt_1,R,6.3,32697,85
Celebrity,1998,Comedy|Drama,113,Woody Allen,http://www.imdb.com/title/tt0120533/?ref_=fn_tt_tt_1,R,6.3,20576,161
Celeste & Jesse Forever,2012,Comedy|Drama|Romance,92,Lee Toland Krieger,http://www.imdb.com/title/tt1405365/?ref_=fn_tt_tt_1,R,6.7,24391,61
Cellular,2004,Action|Crime|Thriller,94,David R. Ellis,http://www.imdb.com/title/tt0337921/?ref_=fn_tt_tt_1,PG-13,6.5,79141,355
Center Stage,2000,Drama|Music|Romance,115,Nicholas Hytner,http://www.imdb.com/title/tt0210616/?ref_=fn_tt_tt_1,PG-13,6.7,15817,210
Central Intelligence,2016,Action|Comedy|Crime,107,Rawson Marshall Thurber,http://www.imdb.com/title/tt1489889/?ref_=fn_tt_tt_1,PG-13,6.6,33354,110
Centurion,2010,Action|Adventure|Drama|History|Thriller|War,97,Neil Marshall,http://www.imdb.com/title/tt1020558/?ref_=fn_tt_tt_1,R,6.4,64777,201
Certifiably Jonathan,2007,Comedy|Documentary,85,James David Pasternak,http://www.imdb.com/title/tt0976025/?ref_=fn_tt_tt_1,,6.2,132,2
Chain Letter,2009,Horror|Thriller,88,Deon Taylor,http://www.imdb.com/title/tt1148200/?ref_=fn_tt_tt_1,R,4.1,4122,48
Chain Reaction,1996,Action|Drama|Sci-Fi|Thriller,107,Andrew Davis,http://www.imdb.com/title/tt0115857/?ref_=fn_tt_tt_1,PG-13,5.6,40346,95
Chain of Command,2015,Action|Thriller,88,Kevin Carraway,http://www.imdb.com/title/tt4340720/?ref_=fn_tt_tt_1,R,3.5,801,14
Chairman of the Board,1998,Comedy,95,Alex Zamm,http://www.imdb.com/title/tt0118836/?ref_=fn_tt_tt_1,PG-13,2.3,5143,62
Changeling,2008,Crime|Drama|Mystery|Thriller,141,Clint Eastwood,http://www.imdb.com/title/tt0824747/?ref_=fn_tt_tt_1,R,7.8,199056,387
Changing Lanes,2002,Drama|Thriller,91,Roger Michell,http://www.imdb.com/title/tt0264472/?ref_=fn_tt_tt_1,R,6.5,57281,350
Chappie,2015,Action|Crime|Drama|Sci-Fi|Thriller,120,Neill Blomkamp,http://www.imdb.com/title/tt1823672/?ref_=fn_tt_tt_1,R,6.9,172965,627
Chariots of Fire,1981,Biography|Drama|Sport,125,Hugh Hudson,http://www.imdb.com/title/tt0082158/?ref_=fn_tt_tt_1,PG,7.2,40511,213
Charlie Bartlett,2007,Comedy|Drama|Romance,97,Jon Poll,http://www.imdb.com/title/tt0423977/?ref_=fn_tt_tt_1,R,7,56654,124
Charlie St. Cloud,2010,Drama|Fantasy|Romance,99,Burr Steers,http://www.imdb.com/title/tt1438254/?ref_=fn_tt_tt_1,PG-13,6.5,47364,75
Charlie Wilson's War,2007,Biography|Comedy|Drama|History,102,Mike Nichols,http://www.imdb.com/title/tt0472062/?ref_=fn_tt_tt_1,R,7.1,88451,289
Charlie and the Chocolate Factory,2005,Adventure|Comedy|Family|Fantasy,115,Tim Burton,http://www.imdb.com/title/tt0367594/?ref_=fn_tt_tt_1,PG,6.7,320284,1361
Charlie's Angels: Full Throttle,2003,Action|Adventure|Comedy|Crime,107,McG,http://www.imdb.com/title/tt0305357/?ref_=fn_tt_tt_1,PG-13,4.8,100821,554
Charlie's Angels,2000,Action|Adventure|Comedy|Crime|Thriller,94,McG,http://www.imdb.com/title/tt0160127/?ref_=fn_tt_tt_1,PG-13,5.5,145350,643
Charlotte's Web,2006,Comedy|Family|Fantasy,97,Gary Winick,http://www.imdb.com/title/tt0413895/?ref_=fn_tt_tt_1,G,6.4,27838,102
Charly,1968,Drama|Romance|Sci-Fi,103,Ralph Nelson,http://www.imdb.com/title/tt0062794/?ref_=fn_tt_tt_1,PG,7.1,4998,55
Chasing Amy,1997,Comedy|Drama|Romance,113,Kevin Smith,http://www.imdb.com/title/tt0118842/?ref_=fn_tt_tt_1,R,7.3,114070,500
Chasing Liberty,2004,Comedy|Romance,101,Andy Cadiff,http://www.imdb.com/title/tt0360139/?ref_=fn_tt_tt_1,PG-13,6.1,30092,129
Chasing Mavericks,2012,Biography|Drama|Sport,116,Michael Apted,http://www.imdb.com/title/tt1629757/?ref_=fn_tt_tt_1,PG,7.2,24997,75
Chasing Papi,2003,Comedy|Romance,76,Linda Mendoza,http://www.imdb.com/title/tt0323572/?ref_=fn_tt_tt_1,PG,4.8,3419,41
Cheap Thrills,2013,Comedy|Crime|Drama|Horror|Thriller,88,E.L. Katz,http://www.imdb.com/title/tt2389182/?ref_=fn_tt_tt_1,Not Rated,6.8,12796,52
Cheaper by the Dozen 2,2005,Adventure|Comedy|Family,94,Adam Shankman,http://www.imdb.com/title/tt0452598/?ref_=fn_tt_tt_1,PG,5.4,42737,128
Cheaper by the Dozen,2003,Comedy|Family,94,Shawn Levy,http://www.imdb.com/title/tt0349205/?ref_=fn_tt_tt_1,PG,5.8,75152,288
Checkmate,2015,Action|Crime|Thriller,97,Timothy Woodward Jr.,http://www.imdb.com/title/tt3781616/?ref_=fn_tt_tt_1,,3.1,735,18
Chernobyl Diaries,2012,Horror|Mystery|Sci-Fi|Thriller,86,Bradley Parker,http://www.imdb.com/title/tt1991245/?ref_=fn_tt_tt_1,R,5,52642,271
Chicago Overcoat,2009,Action|Adventure|Crime|Drama,94,Brian Caunter,http://www.imdb.com/title/tt1085382/?ref_=fn_tt_tt_1,R,6.2,706,14
Chicago,2002,Comedy|Crime|Musical,113,Rob Marshall,http://www.imdb.com/title/tt0299658/?ref_=fn_tt_tt_1,PG-13,7.2,172080,1017
Chicken Little,2005,Adventure|Animation|Comedy|Family|Sci-Fi,81,Mark Dindal,http://www.imdb.com/title/tt0371606/?ref_=fn_tt_tt_1,G,5.8,63912,251
Chicken Run,2000,Adventure|Animation|Comedy|Drama|Family,84,Peter Lord,http://www.imdb.com/title/tt0120630/?ref_=fn_tt_tt_1,G,7,140499,358
Chicken Tikka Masala,2005,Comedy|Drama|Romance,90,Harmage Singh Kalirai,http://www.imdb.com/title/tt0449000/?ref_=fn_tt_tt_1,,5.8,480,14
Child 44,2015,Crime|Drama|Thriller,137,Daniel Espinosa,http://www.imdb.com/title/tt1014763/?ref_=fn_tt_tt_1,R,6.4,40568,185
Child's Play 2,1990,Fantasy|Horror,72,John Lafia,http://www.imdb.com/title/tt0099253/?ref_=fn_tt_tt_1,R,5.7,31371,166
Child's Play,1988,Fantasy|Horror,87,Tom Holland,http://www.imdb.com/title/tt0094862/?ref_=fn_tt_tt_1,R,6.5,62038,281
Childless,2008,Drama,90,Charlie Levi,http://www.imdb.com/title/tt0867270/?ref_=fn_tt_tt_1,R,6.1,33,
Children of Men,2006,Drama|Sci-Fi|Thriller,109,Alfonso Cuarón,http://www.imdb.com/title/tt0206634/?ref_=fn_tt_tt_1,R,7.9,361767,1206
Chill Factor,1999,Action|Adventure|Comedy|Drama|Thriller,102,Hugh Johnson,http://www.imdb.com/title/tt0163579/?ref_=fn_tt_tt_1,R,5.2,8367,94
Chloe,2009,Drama|Mystery|Romance|Thriller,96,Atom Egoyan,http://www.imdb.com/title/tt1352824/?ref_=fn_tt_tt_1,R,6.3,56264,166
Chocolat,2000,Drama|Romance,121,Lasse Hallström,http://www.imdb.com/title/tt0241303/?ref_=fn_tt_tt_1,PG-13,7.3,150308,498
Choke,2008,Comedy|Drama,92,Clark Gregg,http://www.imdb.com/title/tt1024715/?ref_=fn_tt_tt_1,R,6.5,28573,72
Christmas Eve,2015,Comedy,95,Mitch Davis,http://www.imdb.com/title/tt3703148/?ref_=fn_tt_tt_1,PG,5.1,1091,15
Christmas Mail,2010,Comedy|Drama|Family|Romance,89,John Murlowski,http://www.imdb.com/title/tt1663628/?ref_=fn_tt_tt_1,TV-PG,5.8,858,7
Christmas with the Kranks,2004,Comedy|Family,99,Joe Roth,http://www.imdb.com/title/tt0388419/?ref_=fn_tt_tt_1,PG,5.2,27548,209
Chronicle,2012,Drama|Sci-Fi|Thriller,89,Josh Trank,http://www.imdb.com/title/tt1706593/?ref_=fn_tt_tt_1,PG-13,7.1,204327,471
Chuck & Buck,2000,Comedy|Drama,96,Miguel Arteta,http://www.imdb.com/title/tt0200530/?ref_=fn_tt_tt_1,R,6.6,4662,136
Chéri,2009,Comedy|Drama|Romance,100,Stephen Frears,http://www.imdb.com/title/tt1179258/?ref_=fn_tt_tt_1,R,6.2,8924,43
Cinderella Man,2005,Biography|Drama|Sport,144,Ron Howard,http://www.imdb.com/title/tt0352248/?ref_=fn_tt_tt_1,PG-13,8,148238,529
Cinderella,2015,Drama|Family|Fantasy|Romance,105,Kenneth Branagh,http://www.imdb.com/title/tt1661199/?ref_=fn_tt_tt_1,PG,7,103749,323
Circle,2015,Drama|Horror|Mystery|Sci-Fi|Thriller,87,Aaron Hann,http://www.imdb.com/title/tt3118452/?ref_=fn_tt_tt_1,Not Rated,6,13279,59
Cirque du Freak: The Vampire's Assistant,2009,Action|Adventure|Fantasy|Thriller,109,Paul Weitz,http://www.imdb.com/title/tt0450405/?ref_=fn_tt_tt_1,PG-13,5.9,35990,157
Cirque du Soleil: Worlds Away,2012,Fantasy,91,Andrew Adamson,http://www.imdb.com/title/tt1792647/?ref_=fn_tt_tt_1,PG,6.8,7100,35
City Hall,1996,Drama|Thriller,111,Harold Becker,http://www.imdb.com/title/tt0115907/?ref_=fn_tt_tt_1,R,6.2,16741,60
City Island,2009,Comedy|Drama,104,Raymond De Felitta,http://www.imdb.com/title/tt1174730/?ref_=fn_tt_tt_1,PG-13,7.4,27301,101
City by the Sea,2002,Crime|Drama|Mystery|Thriller,108,Michael Caton-Jones,http://www.imdb.com/title/tt0269095/?ref_=fn_tt_tt_1,R,6.2,21319,166
City of Angels,1998,Drama|Fantasy|Romance,114,Brad Silberling,http://www.imdb.com/title/tt0120632/?ref_=fn_tt_tt_1,PG-13,6.7,94407,322
City of Ember,2008,Adventure|Family|Fantasy|Sci-Fi,90,Gil Kenan,http://www.imdb.com/title/tt0970411/?ref_=fn_tt_tt_1,PG,6.5,52908,102
City of Ghosts,2002,Crime|Drama|Thriller,116,Matt Dillon,http://www.imdb.com/title/tt0164003/?ref_=fn_tt_tt_1,R,6,4387,67
Civil Brand,2002,Crime|Drama|Thriller,91,Neema Barnette,http://www.imdb.com/title/tt0326806/?ref_=fn_tt_tt_1,R,5.3,553,24
Clash of the Titans,2010,Action|Adventure|Fantasy,106,Louis Leterrier,http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1,PG-13,5.8,229679,637
Class of 1984,1982,Action|Crime|Drama|Thriller,98,Mark L. Lester,http://www.imdb.com/title/tt0083739/?ref_=fn_tt_tt_1,R,6.6,6549,75
Clay Pigeons,1998,Comedy|Crime,104,David Dobkin,http://www.imdb.com/title/tt0118863/?ref_=fn_tt_tt_1,R,6.6,9494,109
Clear and Present Danger,1994,Action|Crime|Drama|Thriller,141,Phillip Noyce,http://www.imdb.com/title/tt0109444/?ref_=fn_tt_tt_1,PG-13,6.9,69663,133
Cleopatra,1963,Biography|Drama|History|Romance,251,Joseph L. Mankiewicz,http://www.imdb.com/title/tt0056937/?ref_=fn_tt_tt_1,Approved,7,21554,192
Clerks II,2006,Comedy,97,Kevin Smith,http://www.imdb.com/title/tt0424345/?ref_=fn_tt_tt_1,R,7.4,114797,472
Clerks,1994,Comedy,102,Kevin Smith,http://www.imdb.com/title/tt0109445/?ref_=fn_tt_tt_1,R,7.8,181749,615
Click,2006,Comedy|Drama|Fantasy|Romance,107,Frank Coraci,http://www.imdb.com/title/tt0389860/?ref_=fn_tt_tt_1,PG-13,6.4,246492,685
Cliffhanger,1993,Action|Adventure|Thriller,124,Renny Harlin,http://www.imdb.com/title/tt0106582/?ref_=fn_tt_tt_1,R,6.4,96096,172
Clockstoppers,2002,Action|Adventure|Comedy|Sci-Fi|Thriller,94,Jonathan Frakes,http://www.imdb.com/title/tt0157472/?ref_=fn_tt_tt_1,PG,5.2,11212,94
Clockwatchers,1997,Comedy|Drama,96,Jill Sprecher,http://www.imdb.com/title/tt0118866/?ref_=fn_tt_tt_1,PG-13,6.4,4049,111
Close Encounters of the Third Kind,1977,Drama|Sci-Fi,135,Steven Spielberg,http://www.imdb.com/title/tt0075860/?ref_=fn_tt_tt_1,PG,7.7,139288,339
Close Range,2015,Action|Crime,80,Isaac Florentine,http://www.imdb.com/title/tt3511596/?ref_=fn_tt_tt_1,,4.9,2425,31
Closer to the Moon,2014,Comedy|Drama,112,Nae Caranfil,http://www.imdb.com/title/tt2017486/?ref_=fn_tt_tt_1,Not Rated,7.1,2841,13
Closer,2004,Drama|Romance,98,Mike Nichols,http://www.imdb.com/title/tt0376541/?ref_=fn_tt_tt_1,R,7.3,168314,903
Closure,2007,Thriller,80,Dan Reed,http://www.imdb.com/title/tt0480011/?ref_=fn_tt_tt_1,R,5.6,5747,44
Cloud Atlas,2012,Drama|Sci-Fi,172,Tom Tykwer,http://www.imdb.com/title/tt1371111/?ref_=fn_tt_tt_1,R,7.5,284825,828
Cloudy with a Chance of Meatballs 2,2013,Animation|Comedy|Family|Fantasy|Sci-Fi,95,Cody Cameron,http://www.imdb.com/title/tt1985966/?ref_=fn_tt_tt_1,PG,6.5,64387,85
Cloudy with a Chance of Meatballs,2009,Animation|Comedy|Family|Sci-Fi,90,Phil Lord,http://www.imdb.com/title/tt0844471/?ref_=fn_tt_tt_1,PG,7,152601,156
Cloverfield,2008,Action|Adventure|Horror|Sci-Fi,85,Matt Reeves,http://www.imdb.com/title/tt1060277/?ref_=fn_tt_tt_1,PG-13,7,296787,2192
Club Dread,2004,Comedy|Horror|Thriller,119,Jay Chandrasekhar,http://www.imdb.com/title/tt0331953/?ref_=fn_tt_tt_1,R,5.6,23823,201
Clueless,1995,Comedy|Romance,97,Amy Heckerling,http://www.imdb.com/title/tt0112697/?ref_=fn_tt_tt_1,PG-13,6.8,123390,248
Coach Carter,2005,Drama|Sport,136,Thomas Carter,http://www.imdb.com/title/tt0393162/?ref_=fn_tt_tt_1,PG-13,7.2,92702,209
Coal Miner's Daughter,1980,Biography|Drama|Music|Musical,124,Michael Apted,http://www.imdb.com/title/tt0080549/?ref_=fn_tt_tt_1,PG,7.5,12974,84
Code 46,2003,Drama|Romance|Sci-Fi|Thriller,93,Michael Winterbottom,http://www.imdb.com/title/tt0345061/?ref_=fn_tt_tt_1,R,6.3,18109,150
Code Name: The Cleaner,2007,Action|Comedy|Crime,91,Les Mayfield,http://www.imdb.com/title/tt0462229/?ref_=fn_tt_tt_1,PG-13,4.5,9785,26
Code of Honor,2016,Action,106,Michael Winnick,http://www.imdb.com/title/tt4060866/?ref_=fn_tt_tt_1,R,4.2,662,14
Coffee Town,2013,Comedy,87,Brad Copeland,http://www.imdb.com/title/tt2234025/?ref_=fn_tt_tt_1,,6.6,4204,19
Cold Mountain,2003,Adventure|Drama|History|Romance|War,154,Anthony Minghella,http://www.imdb.com/title/tt0159365/?ref_=fn_tt_tt_1,R,7.2,118483,674
Collateral Damage,2002,Action|Drama|Thriller,108,Andrew Davis,http://www.imdb.com/title/tt0233469/?ref_=fn_tt_tt_1,R,5.5,61417,339
Collateral,2004,Crime|Drama|Thriller,120,Michael Mann,http://www.imdb.com/title/tt0369339/?ref_=fn_tt_tt_1,R,7.6,293662,836
College,2008,Comedy,94,Deb Hagan,http://www.imdb.com/title/tt0844671/?ref_=fn_tt_tt_1,R,4.6,11011,78
Colombiana,2011,Action|Crime|Drama|Thriller,112,Olivier Megaton,http://www.imdb.com/title/tt1657507/?ref_=fn_tt_tt_1,PG-13,6.4,76498,203
Come Early Morning,2006,Drama|Romance,97,Joey Lauren Adams,http://www.imdb.com/title/tt0457308/?ref_=fn_tt_tt_1,R,6.2,2330,29
Commando,1985,Action|Adventure|Thriller,75,Mark L. Lester,http://www.imdb.com/title/tt0088944/?ref_=fn_tt_tt_1,R,6.7,111649,437
Compadres,2016,Action|Comedy,101,Enrique Begne,http://www.imdb.com/title/tt3367294/?ref_=fn_tt_tt_1,R,5,368,8
Compliance,2012,Biography|Crime|Drama|Thriller,90,Craig Zobel,http://www.imdb.com/title/tt1971352/?ref_=fn_tt_tt_1,R,6.4,24668,175
Con Air,1997,Action|Crime|Thriller,123,Simon West,http://www.imdb.com/title/tt0118880/?ref_=fn_tt_tt_1,R,6.8,225282,339
Conan the Barbarian,1982,Adventure|Fantasy,129,John Milius,http://www.imdb.com/title/tt0082198/?ref_=fn_tt_tt_1,R,6.9,113068,337
Conan the Destroyer,1984,Action|Adventure|Fantasy,103,Richard Fleischer,http://www.imdb.com/title/tt0087078/?ref_=fn_tt_tt_1,PG,5.8,62009,109
Concussion,2015,Biography|Drama|Sport,123,Peter Landesman,http://www.imdb.com/title/tt3322364/?ref_=fn_tt_tt_1,PG-13,7.1,44788,138
Confessions of a Dangerous Mind,2002,Biography|Comedy|Crime|Drama|Romance|Thriller,113,George Clooney,http://www.imdb.com/title/tt0270288/?ref_=fn_tt_tt_1,R,7.1,71596,276
